word_count,grapheme_count,codepoint_count,src,single_line_width_px,wrapped_line_count,estimated_image_height_px,fits_single_line,pixels_per_grapheme
10,33,49,CulturaX,903.921875,1,91,True,27.39157196969697
9,45,63,CulturaX,1083.15625,2,134,False,24.070138888888888
31,158,220,CulturaX,4195.390625,5,263,False,26.553105221518987
20,90,124,CulturaX,2358.1875,3,177,False,26.202083333333334
10,49,72,CulturaX,1290.6875,2,134,False,26.340561224489797
7,37,56,CulturaX,1061.03125,2,134,False,28.67652027027027
12,53,69,CulturaX,1311.125,2,134,False,24.73820754716981
16,72,100,CulturaX,1981.984375,3,177,False,27.52756076388889
9,43,60,CulturaX,1108.46875,2,134,False,25.778343023255815
89,385,549,CulturaX,10483.25,12,564,False,27.22922077922078
17,75,109,CulturaX,1979.46875,3,177,False,26.392916666666668
24,109,156,CulturaX,3053.390625,4,220,False,28.012758027522935
31,145,204,CulturaX,3842.859375,5,263,False,26.502478448275863
9,35,43,CulturaX,926.578125,1,91,True,26.473660714285714
10,46,65,CulturaX,1217.84375,2,134,False,26.47486413043478
14,64,93,CulturaX,1832.828125,2,134,False,28.637939453125
9,38,49,CulturaX,1057.796875,2,134,False,27.83675986842105
28,108,143,CulturaX,2826.5,4,220,False,26.171296296296298
22,104,145,CulturaX,2791.5625,3,177,False,26.841947115384617
13,51,72,CulturaX,1306.15625,2,134,False,25.610906862745097
11,46,71,CulturaX,1359.03125,2,134,False,29.544157608695652
25,109,152,CulturaX,2708.984375,3,177,False,24.853067660550458
10,47,69,CulturaX,1257.640625,2,134,False,26.758311170212767
18,68,95,CulturaX,1915.546875,3,177,False,28.169806985294116
8,32,44,CulturaX,788.84375,1,91,True,24.6513671875
24,99,138,CulturaX,2549.609375,3,177,False,25.753630050505052
26,107,155,CulturaX,2814.28125,4,220,False,26.301693925233646
14,64,92,CulturaX,1795.28125,2,134,False,28.05126953125
18,83,115,CulturaX,2360.328125,3,177,False,28.43768825301205
13,47,68,CulturaX,1374.890625,2,134,False,29.252992021276597
13,64,98,CulturaX,1715.53125,2,134,False,26.80517578125
12,49,67,CulturaX,1207.734375,2,134,False,24.647640306122447
8,34,46,CulturaX,943.359375,1,91,True,27.745863970588236
15,68,99,CulturaX,1895.015625,2,134,False,27.867876838235293
13,50,68,CulturaX,1360.109375,2,134,False,27.2021875
17,66,88,CulturaX,1808.609375,2,134,False,27.403172348484848
9,43,62,CulturaX,1174.078125,2,134,False,27.304142441860463
15,71,93,CulturaX,1844.21875,2,134,False,25.974911971830984
18,75,111,CulturaX,2148.578125,3,177,False,28.647708333333334
11,46,68,CulturaX,1305.046875,2,134,False,28.370584239130434
9,35,50,CulturaX,1050.5,2,134,False,30.014285714285716
9,48,70,CulturaX,1210.734375,2,134,False,25.2236328125
28,120,162,CulturaX,3167.234375,4,220,False,26.393619791666666
35,157,220,CulturaX,4291.640625,5,263,False,27.33529060509554
8,36,48,CulturaX,915.25,1,91,True,25.42361111111111
20,99,146,CulturaX,2803.578125,4,220,False,28.31897095959596
25,116,165,CulturaX,3105.609375,4,220,False,26.772494612068964
20,95,131,CulturaX,2585.59375,3,177,False,27.216776315789474
8,33,40,CulturaX,836.703125,1,91,True,25.354640151515152
7,30,48,CulturaX,906.96875,1,91,True,30.232291666666665
14,71,107,CulturaX,1749.203125,2,134,False,24.636663732394368
27,131,187,CulturaX,3564.328125,4,220,False,27.208611641221374
8,37,53,CulturaX,962.859375,2,134,False,26.02322635135135
13,61,88,CulturaX,1604.375,2,134,False,26.30122950819672
10,41,53,CulturaX,1075.46875,2,134,False,26.23094512195122
44,218,309,CulturaX,5895.0,7,349,False,27.041284403669724
11,55,75,CulturaX,1390.921875,2,134,False,25.289488636363636
10,42,52,CulturaX,1040.515625,2,134,False,24.774181547619047
25,109,156,CulturaX,3136.421875,4,220,False,28.774512614678898
16,71,92,CulturaX,1793.40625,2,134,False,25.25924295774648
11,65,72,CulturaX,1398.5625,2,134,False,21.516346153846154
9,42,62,CulturaX,1121.5625,2,134,False,26.703869047619047
18,62,85,CulturaX,1635.3125,2,134,False,26.376008064516128
22,100,136,CulturaX,2790.390625,3,177,False,27.90390625
11,46,68,CulturaX,1259.71875,2,134,False,27.385190217391305
10,49,66,CulturaX,1345.609375,2,134,False,27.461415816326532
7,31,45,CulturaX,789.953125,1,91,True,25.48235887096774
11,43,59,CulturaX,1182.390625,2,134,False,27.497456395348838
8,32,45,CulturaX,811.9375,1,91,True,25.373046875
12,47,64,CulturaX,1172.328125,2,134,False,24.94315159574468
20,84,116,CulturaX,2300.328125,3,177,False,27.38485863095238
14,56,82,CulturaX,1471.65625,2,134,False,26.279575892857142
14,63,91,CulturaX,1671.046875,2,134,False,26.524553571428573
20,103,145,CulturaX,2759.65625,3,177,False,26.792779126213592
41,190,276,CulturaX,5039.109375,6,306,False,26.521628289473686
13,74,109,CulturaX,1969.703125,3,177,False,26.6176097972973
9,41,62,CulturaX,1147.71875,2,134,False,27.993140243902438
16,73,112,CulturaX,1934.078125,3,177,False,26.494220890410958
8,39,60,CulturaX,1084.125,2,134,False,27.798076923076923
13,62,92,CulturaX,1567.015625,2,134,False,25.274445564516128
38,185,286,CulturaX,5036.953125,6,306,False,27.22677364864865
21,83,124,CulturaX,2147.65625,3,177,False,25.875376506024097
17,69,91,CulturaX,1780.34375,2,134,False,25.802083333333332
13,66,97,CulturaX,1807.25,2,134,False,27.382575757575758
14,70,95,CulturaX,1976.484375,3,177,False,28.235491071428573
9,44,65,CulturaX,1204.25,2,134,False,27.369318181818183
12,47,62,CulturaX,1310.296875,2,134,False,27.878656914893618
11,42,60,CulturaX,1171.90625,2,134,False,27.902529761904763
20,84,115,CulturaX,2222.46875,3,177,False,26.45796130952381
10,59,87,CulturaX,1643.65625,2,134,False,27.858580508474578
7,31,49,CulturaX,764.40625,1,91,True,24.65826612903226
17,70,94,CulturaX,1778.40625,2,134,False,25.40580357142857
8,25,31,CulturaX,650.9375,1,91,True,26.0375
8,37,55,CulturaX,976.5,2,134,False,26.39189189189189
28,143,187,CulturaX,3449.1875,4,220,False,24.120192307692307
15,72,107,CulturaX,2023.53125,3,177,False,28.104600694444443
25,105,145,CulturaX,2723.875,3,177,False,25.941666666666666
14,54,77,CulturaX,1436.0,2,134,False,26.59259259259259
7,42,54,CulturaX,999.8125,2,134,False,23.805059523809526
7,32,43,CulturaX,830.109375,1,91,True,25.94091796875
14,60,81,CulturaX,1589.453125,2,134,False,26.490885416666668
44,209,298,CulturaX,5700.171875,7,349,False,27.273549641148325
9,38,56,CulturaX,1077.03125,2,134,False,28.34292763157895
12,52,75,CulturaX,1456.875,2,134,False,28.016826923076923
45,193,281,CulturaX,5064.625,6,306,False,26.241580310880828
27,119,158,CulturaX,2834.875,4,220,False,23.82247899159664
7,29,39,CulturaX,726.140625,1,91,True,25.039331896551722
20,89,124,CulturaX,2416.390625,3,177,False,27.150456460674157
7,35,52,CulturaX,904.71875,1,91,True,25.849107142857143
7,24,33,CulturaX,577.75,1,91,True,24.072916666666668
7,35,52,CulturaX,929.484375,1,91,True,26.556696428571428
13,53,75,CulturaX,1301.21875,2,134,False,24.55129716981132
17,72,101,CulturaX,1935.5,3,177,False,26.881944444444443
7,27,37,CulturaX,672.6875,1,91,True,24.91435185185185
14,63,84,CulturaX,1604.390625,2,134,False,25.466517857142858
12,51,74,CulturaX,1339.1875,2,134,False,26.25857843137255
12,58,88,CulturaX,1551.90625,2,134,False,26.75700431034483
19,75,105,CulturaX,1897.0,2,134,False,25.293333333333333
17,71,94,CulturaX,1917.296875,2,134,False,27.004181338028168
12,49,68,CulturaX,1269.28125,2,134,False,25.903698979591837
7,28,43,CulturaX,740.171875,1,91,True,26.434709821428573
41,182,253,CulturaX,4665.640625,6,306,False,25.63538804945055
45,213,286,CulturaX,5576.0625,7,349,False,26.178697183098592
9,35,50,CulturaX,1059.5,2,134,False,30.271428571428572
9,50,68,CulturaX,1367.078125,2,134,False,27.3415625
16,77,110,CulturaX,2212.28125,3,177,False,28.730925324675326
21,98,139,CulturaX,2594.296875,3,177,False,26.472417091836736
8,42,58,CulturaX,1000.359375,2,134,False,23.818080357142858
23,85,116,CulturaX,2266.25,3,177,False,26.66176470588235
7,32,50,CulturaX,816.9375,1,91,True,25.529296875
15,68,97,CulturaX,1829.921875,3,177,False,26.91061580882353
11,47,66,CulturaX,1129.921875,2,134,False,24.04089095744681
16,79,114,CulturaX,2076.40625,3,177,False,26.283623417721518
9,37,55,CulturaX,1052.09375,2,134,False,28.434966216216218
45,193,277,CulturaX,5147.125,6,306,False,26.6690414507772
13,59,81,CulturaX,1623.78125,2,134,False,27.521716101694917
20,92,129,CulturaX,2549.25,3,177,False,27.70923913043478
48,236,335,CulturaX,6338.703125,7,349,False,26.85891154661017
21,91,129,CulturaX,2362.734375,3,177,False,25.96411401098901
15,65,93,CulturaX,1647.828125,2,134,False,25.351201923076925
28,119,189,CulturaX,3292.59375,4,220,False,27.66885504201681
28,129,189,CulturaX,3258.796875,4,220,False,25.26199127906977
14,59,80,CulturaX,1615.859375,2,134,False,27.387447033898304
20,76,108,CulturaX,2074.1875,3,177,False,27.291940789473685
8,45,68,CulturaX,1205.59375,2,134,False,26.790972222222223
15,63,77,CulturaX,1547.5,2,134,False,24.563492063492063
10,44,67,CulturaX,1240.9375,2,134,False,28.203125
29,144,187,CulturaX,3807.21875,5,263,False,26.43901909722222
18,82,115,CulturaX,2191.578125,3,177,False,26.7265625
7,32,46,CulturaX,803.84375,1,91,True,25.1201171875
15,70,102,CulturaX,1972.078125,3,177,False,28.172544642857144
24,149,183,CulturaX,3471.96875,4,220,False,23.30180369127517
40,178,258,CulturaX,4742.296875,6,306,False,26.6421172752809
23,124,155,CulturaX,2652.359375,3,177,False,21.38999495967742
19,82,113,CulturaX,2164.84375,3,177,False,26.400533536585368
33,134,198,CulturaX,3486.546875,4,220,False,26.019006529850746
30,134,202,CulturaX,3595.078125,4,220,False,26.828941231343283
12,52,73,CulturaX,1439.4375,2,134,False,27.681490384615383
7,28,38,CulturaX,795.40625,1,91,True,28.407366071428573
8,33,49,CulturaX,889.5625,1,91,True,26.956439393939394
12,50,66,CulturaX,1283.328125,2,134,False,25.6665625
26,129,180,CulturaX,3529.078125,4,220,False,27.35719476744186
7,34,48,CulturaX,970.828125,2,134,False,28.553768382352942
14,66,77,CulturaX,1455.296875,2,134,False,22.049952651515152
47,206,260,CulturaX,5049.484375,6,306,False,24.512060072815533
17,77,110,CulturaX,2043.4375,3,177,False,26.538149350649352
8,37,54,CulturaX,982.609375,2,134,False,26.557010135135137
17,79,116,CulturaX,2092.109375,3,177,False,26.482397151898734
16,73,111,CulturaX,1955.40625,3,177,False,26.78638698630137
17,92,140,CulturaX,2465.78125,3,177,False,26.801970108695652
13,57,83,CulturaX,1580.265625,2,134,False,27.723958333333332
13,59,79,CulturaX,1582.359375,2,134,False,26.819650423728813
16,79,114,CulturaX,2103.21875,3,177,False,26.623022151898734
9,38,54,CulturaX,1071.0625,2,134,False,28.185855263157894
16,72,96,CulturaX,1894.703125,3,177,False,26.315321180555557
7,37,54,CulturaX,968.71875,2,134,False,26.18158783783784
19,73,110,CulturaX,2068.796875,3,177,False,28.33968321917808
13,64,95,CulturaX,1639.90625,2,134,False,25.62353515625
10,35,48,CulturaX,885.3125,1,91,True,25.294642857142858
51,234,341,CulturaX,6216.828125,7,349,False,26.56764155982906
24,98,139,CulturaX,2642.3125,3,177,False,26.962372448979593
12,61,83,CulturaX,1582.921875,2,134,False,25.94953893442623
10,45,62,CulturaX,1200.171875,2,134,False,26.67048611111111
18,74,102,CulturaX,1990.5625,3,177,False,26.899493243243242
53,213,290,CulturaX,5676.84375,7,349,False,26.651848591549296
12,56,80,CulturaX,1412.828125,2,134,False,25.229073660714285
21,91,131,CulturaX,2367.546875,3,177,False,26.016998626373628
21,94,130,CulturaX,2504.265625,3,177,False,26.641123670212767
27,122,176,CulturaX,3222.859375,4,220,False,26.41688012295082
129,606,873,CulturaX,15864.875,18,822,False,26.179661716171616
19,80,114,CulturaX,2167.828125,3,177,False,27.0978515625
10,44,68,CulturaX,1277.34375,2,134,False,29.030539772727273
8,43,64,CulturaX,1255.828125,2,134,False,29.20530523255814
9,41,59,CulturaX,1090.828125,2,134,False,26.605564024390244
14,69,101,CulturaX,1948.359375,3,177,False,28.237092391304348
20,97,142,CulturaX,2629.46875,3,177,False,27.10792525773196
20,84,116,CulturaX,2174.25,3,177,False,25.883928571428573
34,157,199,CulturaX,3928.578125,5,263,False,25.02279060509554
33,149,211,CulturaX,4005.109375,5,263,False,26.87992869127517
9,39,51,CulturaX,1077.53125,2,134,False,27.62900641025641
16,78,97,CulturaX,2013.890625,3,177,False,25.819110576923077
9,37,51,CulturaX,1102.03125,2,134,False,29.78462837837838
15,71,103,CulturaX,1862.171875,2,134,False,26.227772887323944
34,172,254,CulturaX,4500.375,5,263,False,26.16497093023256
71,364,502,CulturaX,9823.0,12,564,False,26.986263736263737
10,41,60,CulturaX,1208.140625,2,134,False,29.466844512195124
15,68,101,CulturaX,1773.25,2,134,False,26.077205882352942
12,55,83,CulturaX,1561.328125,2,134,False,28.38778409090909
9,41,61,CulturaX,1169.375,2,134,False,28.521341463414632
43,226,336,CulturaX,5905.15625,7,349,False,26.129009955752213
23,98,135,CulturaX,2489.0625,3,177,False,25.398596938775512
22,95,135,CulturaX,2584.5625,3,177,False,27.205921052631577
8,31,44,CulturaX,837.234375,1,91,True,27.007560483870968
8,35,51,CulturaX,999.484375,2,134,False,28.556696428571428
14,56,79,CulturaX,1492.46875,2,134,False,26.651227678571427
17,63,87,CulturaX,1619.578125,2,134,False,25.707589285714285
12,51,67,CulturaX,1360.671875,2,134,False,26.67984068627451
9,38,53,CulturaX,947.46875,1,91,True,24.933388157894736
21,82,108,CulturaX,2136.5,3,177,False,26.054878048780488
14,62,91,CulturaX,1677.6875,2,134,False,27.059475806451612
8,33,51,CulturaX,950.015625,1,91,True,28.788352272727273
10,43,56,CulturaX,1094.15625,2,134,False,25.445494186046513
13,53,70,CulturaX,1335.125,2,134,False,25.191037735849058
21,97,143,CulturaX,2597.765625,3,177,False,26.781088917525775
9,26,32,CulturaX,591.21875,1,91,True,22.739182692307693
9,46,65,CulturaX,1266.578125,2,134,False,27.53430706521739
44,200,283,CulturaX,5289.921875,6,306,False,26.449609375
19,86,127,CulturaX,2382.015625,3,177,False,27.697856104651162
19,87,129,CulturaX,2284.984375,3,177,False,26.264188218390803
10,46,69,CulturaX,1292.109375,2,134,False,28.089334239130434
35,170,238,CulturaX,4281.828125,5,263,False,25.187224264705883
14,53,72,CulturaX,1386.21875,2,134,False,26.15507075471698
11,54,79,CulturaX,1520.4375,2,134,False,28.15625
12,56,82,CulturaX,1549.015625,2,134,False,27.660993303571427
25,125,180,CulturaX,3524.03125,4,220,False,28.19225
24,103,140,CulturaX,2692.640625,3,177,False,26.14214199029126
13,73,110,CulturaX,2071.21875,3,177,False,28.372859589041095
12,56,78,CulturaX,1411.875,2,134,False,25.212053571428573
18,80,116,CulturaX,2139.0625,3,177,False,26.73828125
30,137,181,CulturaX,3502.53125,4,220,False,25.565921532846716
29,134,192,CulturaX,3548.078125,4,220,False,26.47819496268657
20,103,146,CulturaX,2763.453125,3,177,False,26.82964199029126
17,85,113,CulturaX,2330.703125,3,177,False,27.420036764705884
7,26,37,CulturaX,710.859375,1,91,True,27.340745192307693
11,43,62,CulturaX,1204.265625,2,134,False,28.006177325581394
13,61,84,CulturaX,1664.34375,2,134,False,27.284323770491802
10,46,66,CulturaX,1236.8125,2,134,False,26.887228260869566
96,405,560,CulturaX,10337.8125,12,564,False,25.525462962962962
27,122,177,CulturaX,3229.609375,4,220,False,26.47220799180328
33,167,250,CulturaX,4296.046875,5,263,False,25.724831586826348
8,37,53,CulturaX,934.734375,1,91,True,25.263091216216218
86,443,648,CulturaX,11503.875,14,650,False,25.9681151241535
7,35,46,CulturaX,959.78125,1,91,True,27.42232142857143
9,35,55,CulturaX,898.796875,1,91,True,25.679910714285715
26,134,201,CulturaX,3702.609375,5,263,False,27.631413246268657
9,40,54,CulturaX,1144.703125,2,134,False,28.617578125
48,242,302,CulturaX,5884.1875,7,349,False,24.31482438016529
21,86,120,CulturaX,2384.265625,3,177,False,27.724018895348838
8,41,57,CulturaX,1087.40625,2,134,False,26.522103658536587
9,44,68,CulturaX,1185.4375,2,134,False,26.941761363636363
9,45,63,CulturaX,1189.3125,2,134,False,26.429166666666667
22,90,133,CulturaX,2408.0,3,177,False,26.755555555555556
32,140,182,CulturaX,3509.09375,4,220,False,25.064955357142857
10,49,71,CulturaX,1345.53125,2,134,False,27.459821428571427
19,87,124,CulturaX,2316.953125,3,177,False,26.63164511494253
8,35,52,CulturaX,973.046875,2,134,False,27.801339285714285
23,107,157,CulturaX,2861.546875,4,220,False,26.743428738317757
37,175,231,CulturaX,4629.921875,6,306,False,26.45669642857143
12,60,85,CulturaX,1473.984375,2,134,False,24.56640625
8,34,48,CulturaX,952.40625,1,91,True,28.011948529411764
43,193,277,CulturaX,5331.46875,6,306,False,27.624190414507773
21,102,145,CulturaX,2756.015625,4,220,False,27.019761029411764
16,70,94,CulturaX,1767.109375,2,134,False,25.244419642857142
15,70,101,CulturaX,1868.046875,2,134,False,26.686383928571427
9,38,56,CulturaX,1128.0625,2,134,False,29.685855263157894
16,74,108,CulturaX,2033.328125,3,177,False,27.477407094594593
46,191,269,CulturaX,4915.65625,6,306,False,25.736420157068064
8,30,40,CulturaX,772.75,1,91,True,25.758333333333333
41,175,238,CulturaX,4507.484375,6,306,False,25.75705357142857
13,55,90,CulturaX,1553.296875,2,134,False,28.241761363636364
16,80,125,CulturaX,2173.3125,3,177,False,27.16640625
36,166,244,CulturaX,4251.5625,5,263,False,25.611822289156628
9,53,83,CulturaX,1512.421875,2,134,False,28.53626179245283
22,98,140,CulturaX,2627.640625,4,220,False,26.812659438775512
7,25,38,CulturaX,770.078125,1,91,True,30.803125
9,40,54,CulturaX,1008.40625,2,134,False,25.21015625
16,74,108,CulturaX,1983.578125,3,177,False,26.8051097972973
17,71,103,CulturaX,1967.0,3,177,False,27.704225352112676
21,89,119,CulturaX,2461.640625,3,177,False,27.65888342696629
7,31,42,CulturaX,749.984375,1,91,True,24.193044354838708
7,27,38,CulturaX,669.40625,1,91,True,24.792824074074073
7,29,49,CulturaX,802.484375,1,91,True,27.671875
39,197,265,CulturaX,4859.984375,6,306,False,24.669971446700508
22,97,136,CulturaX,2703.15625,3,177,False,27.867590206185568
11,46,68,CulturaX,1365.28125,2,134,False,29.680027173913043
10,40,53,CulturaX,1028.671875,2,134,False,25.716796875
28,117,164,CulturaX,3153.609375,4,220,False,26.95392628205128
9,32,42,CulturaX,851.375,1,91,True,26.60546875
29,127,179,CulturaX,3465.65625,4,220,False,27.288631889763778
8,34,51,CulturaX,847.46875,1,91,True,24.925551470588236
12,62,87,CulturaX,1684.59375,2,134,False,27.170866935483872
16,61,83,CulturaX,1696.078125,2,134,False,27.80455942622951
19,94,122,CulturaX,2311.4375,3,177,False,24.58976063829787
10,43,65,CulturaX,1230.984375,2,134,False,28.627543604651162
11,43,62,CulturaX,1122.8125,2,134,False,26.111918604651162
7,34,47,CulturaX,883.84375,1,91,True,25.995404411764707
21,89,124,CulturaX,2224.703125,3,177,False,24.996664325842698
22,89,126,CulturaX,2415.75,3,177,False,27.14325842696629
21,109,166,CulturaX,2937.828125,4,220,False,26.95255160550459
24,119,181,CulturaX,3294.78125,4,220,False,27.687237394957982
19,87,125,CulturaX,2335.34375,3,177,False,26.843031609195403
39,161,228,CulturaX,4199.75,5,263,False,26.085403726708076
19,86,120,CulturaX,2429.9375,3,177,False,28.255087209302324
8,32,48,CulturaX,845.40625,1,91,True,26.4189453125
20,107,160,CulturaX,2849.125,4,220,False,26.627336448598133
9,40,54,CulturaX,1049.34375,2,134,False,26.23359375
22,95,134,CulturaX,2436.375,3,177,False,25.646052631578947
8,39,53,CulturaX,994.265625,2,134,False,25.493990384615383
18,85,123,CulturaX,2263.65625,3,177,False,26.63125
8,38,62,CulturaX,1089.890625,2,134,False,28.681332236842106
7,35,46,CulturaX,867.140625,1,91,True,24.775446428571428
8,25,39,CulturaX,644.734375,1,91,True,25.789375
8,33,46,CulturaX,860.25,1,91,True,26.068181818181817
26,110,156,CulturaX,2980.953125,4,220,False,27.099573863636362
8,40,54,CulturaX,1157.390625,2,134,False,28.934765625
19,83,124,CulturaX,2136.375,3,177,False,25.7394578313253
41,201,298,CulturaX,5296.046875,6,306,False,26.348491915422887
16,68,93,CulturaX,1810.90625,3,177,False,26.630974264705884
25,117,160,CulturaX,2949.625,4,220,False,25.210470085470085
15,66,97,CulturaX,1797.0,2,134,False,27.227272727272727
31,135,188,CulturaX,3575.53125,4,220,False,26.485416666666666
17,65,91,CulturaX,1672.640625,2,134,False,25.732932692307692
65,285,403,CulturaX,7531.46875,9,435,False,26.426206140350878
23,106,146,CulturaX,2896.953125,4,220,False,27.32974646226415
14,53,74,CulturaX,1396.1875,2,134,False,26.34316037735849
19,72,96,CulturaX,1901.40625,3,177,False,26.40842013888889
13,58,82,CulturaX,1567.609375,2,134,False,27.027747844827587
25,126,191,CulturaX,3464.671875,4,220,False,27.497395833333332
21,89,127,CulturaX,2312.8125,3,177,False,25.986657303370787
14,59,90,CulturaX,1592.5625,2,134,False,26.992584745762713
7,27,39,CulturaX,776.625,1,91,True,28.76388888888889
